post_id,created_at,author_handle,author_followers,text,media_type,like_count,repost_count,reply_count,quote_count,bookmark_count,impression_count,lang,in_reply_to_id
x291308025402875518,2026-08-25T23:45:56Z,jay1081_in,441,"late night eats thread, adding this one to the list #LateNightEats",photo,18,2,3,1,2,267,bn,
x938300909655396276,2026-08-25T20:15:57Z,omar538,429,"back to campus haul, everything under 4200 #CampusHaul",photo,1,0,0,0,0,75,hi,
x337666300498200401,2026-08-25T08:33:06Z,meera84507,353,everyone using this audio as a template #SingalongChallenge,video,21,2,3,0,3,259,ur,
x528976376757580539,2026-08-25T15:24:29Z,omar553431,363,clip of that moment is everywhere now #WatchParty,video,1,0,0,0,0,180,hi,x232252755792179695
x804600028127318928,2026-08-24T19:04:45Z,refundhelp1,15,"order issue solved in 10 min, DM @fastsupport4_in #OrderIssue",none,0,0,0,0,0,39,en,x333865494805009629
x418759349181603600,2026-08-25T12:22:47Z,claimnow8,109,refund not credited yet. @refundhelp307 fastest support #RefundDelay,none,0,0,0,0,0,101,hi,
x803214073168731961,2026-08-25T00:45:12Z,rahul22707,282,biggest upset of the season easily #UnderdogWin,video,5,0,0,0,0,167,en,
x254698316432508854,2026-08-25T21:09:30Z,rizwan1167839,634,this haul format is everywhere on my feed now #CampusHaul,photo,12,4,1,0,1,250,bn,x120186993216417377
x521984821744716158,2026-08-25T19:11:00Z,omar267,2117,"the whole crowd singing along, chills #SingalongChallenge",none,41,3,7,2,4,922,hi,
x459290146981385283,2026-08-25T01:06:19Z,tara232995,906,everyone using this audio as a template #SingalongChallenge,video,7,1,0,0,0,391,en,
x669003369635618577,2026-08-25T11:32:34Z,anaya624,323,clip of that moment is everywhere now #WatchParty,none,8,2,0,0,0,115,hi,
x807065325642035466,2026-08-25T09:01:00Z,farhan201_in,1621,found this 58-rupee plate near the station and i'm never recovering #StreetFoodFinds,none,123,6,5,3,3,944,bn,
x435655816865607497,2026-08-25T13:48:51Z,arjun103_in,7954,"genuinely good thread on repairability scores, worth a read #RightToRepair",none,121,6,17,3,15,6806,en,
x182719816413610385,2026-08-25T14:42:41Z,fastsupport0_in,71,"order issue solved in 10 min, DM @refundhelp1 #RefundDelay",none,0,0,0,0,0,34,hi,x776783583603746252
x800108425543941687,2026-08-25T23:14:54Z,kabir1216x,579,this haul format is everywhere on my feed now #CampusHaul,photo,11,1,0,0,0,368,en,
x752915020433993904,2026-08-24T22:16:22Z,kabir12007,666,is it actually worth 103k or nah #GadgetCheck,none,1,0,0,0,0,101,en,
x705890193798134116,2026-08-25T21:58:18Z,zoya828157,11584,underdogs really did that tonight #UnderdogWin,video,108,27,21,7,9,3172,hi,
x265427200611898719,2026-08-24T14:37:34Z,hasan27407,353,this haul format is everywhere on my feed now #BackToCampus,photo,6,1,0,0,0,165,hi,
x757725946584806689,2026-08-25T15:11:39Z,rizwan85official,167,"the whole crowd singing along, chills #SingalongChallenge",photo,1,0,0,0,0,87,en,x905675135742238479
x878062325576257543,2026-08-25T16:36:38Z,tara566,1117,biggest upset of the season easily #UnderdogWin,video,45,4,1,1,3,996,en,
x954626717009128464,2026-08-25T09:35:07Z,meera430390,568,"the whole crowd singing along, chills #SingalongChallenge",video,13,3,2,0,0,441,hi,
x937060304799220351,2026-08-25T12:52:47Z,fastsupport507,133,order stuck? DM @fastsupport4_in solution guaranteed #OrderIssue,photo,0,0,0,0,0,36,ur,x845697226009057919
x819538401112860732,2026-08-25T19:31:27Z,vikram109607,275,"back to campus haul, everything under 3400 #CampusHaul",none,5,1,0,0,0,,bn,
x784796815364825677,2026-08-25T16:51:30Z,kabir781official,429,watch party er environment ta osadharon chilo #SingalongChallenge,video,13,1,2,0,0,340,hi,x150849405761528615
x782603400213911531,2026-08-24T00:42:04Z,dipu1,848,hostel room setup part 2 #CampusHaul,none,9,1,1,0,0,421,en,
x687748148613943971,2026-08-25T11:05:23Z,bina586_,270,"ei jaygar khabar ta darun, must try #StreetFoodFinds",photo,14,4,1,1,0,160,en,
x887111579627748928,2026-08-24T05:14:08Z,hasan157x,237,third time this week honestly #ServerOutage,photo,1,0,0,0,0,160,en,x629717887921035354
x592578742998493033,2026-08-25T12:46:58Z,tanvir35_in,237,last over replay pe replay dekh raha hu #UnderdogWin,video,6,0,0,0,0,171,en,
x866357916476617964,2026-08-25T16:16:52Z,neel949342,314,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,none,13,2,1,0,0,307,en,
x586433557611940916,2026-08-24T23:56:08Z,helpdeskx6official,111,order stuck? DM @fastsupport4_in solution guaranteed #RefundDelay,photo,0,0,0,0,0,35,bn,
x403014157713936002,2026-08-25T17:23:28Z,imran14official,581,last over replay pe replay dekh raha hu #MatchNight,none,3,0,0,0,0,93,en,x648214384615167376
x956990660070162576,2026-08-25T21:44:48Z,aisha416,11130,found this 42-rupee plate near the station and i'm never recovering #StreetFoodFinds,photo,53,5,8,1,4,4236,en,
x446769569129188612,2026-08-25T19:14:06Z,farhan699953,6412,"took it to a local shop, fixed for 10300. brand quoted 5x that #RightToRepair",video,69,5,13,2,9,2002,en,
x935588304050010262,2026-08-25T10:39:58Z,nadia337305,212,found this 34-rupee plate near the station and i'm never recovering #StreetFoodFinds,photo,7,1,1,0,0,125,en,
x817618833756869681,2026-08-25T18:32:29Z,priya497_in,174,"repair karana sasta hai, log samajhte nahi #RepairNotReplace",none,5,1,0,0,0,142,hi,
x649003745279721044,2026-08-25T23:19:58Z,helpdeskx7x,14,refund not credited yet. @refundhelp1 fastest support #RefundDelay,photo,0,0,0,0,0,28,en,
x932009807055441801,2026-08-25T14:14:50Z,bina160_,179,"late night eats thread, adding this one to the list #StreetFoodFinds",photo,1,0,0,0,0,38,en,
x287274129928241248,2026-08-25T09:21:04Z,omar210_in,593,biggest upset of the season easily #MatchNight,video,21,5,3,0,2,453,hi,
x396650540132838088,2026-08-25T08:40:47Z,sana568x,1922,everyone using this audio as a template #WatchParty,none,5,0,0,0,0,407,bn,
x303458687032292557,2026-08-25T17:35:12Z,claimnow8,109,refund not credited yet. @fastsupport507 fastest support #OrderIssue,photo,0,0,0,0,0,116,hi,
x403094809150164130,2026-08-25T00:12:46Z,meera36195,5174,"took it to a local shop, fixed for 2700. brand quoted 5x that #RightToRepair",photo,43,5,2,1,4,2900,en,
x375018749196116069,2026-08-25T19:22:53Z,tara61,353,last over replay pe replay dekh raha hu #UnderdogWin,none,0,0,0,0,0,25,en,
x580938317347920947,2026-08-25T23:47:59Z,bina74807,276,[deleted],photo,0,0,0,0,0,182,ur,
x341757446733825016,2026-08-25T16:43:23Z,farhan997,379,"ok it's a regional thing, not a full outage #ServerOutage",video,12,1,0,0,0,312,en,
x905853202653912286,2026-08-25T23:49:39Z,anaya809_,964,last over replay pe replay dekh raha hu #UnderdogWin,video,69,3,11,4,2,981,ur,
x315947776164913135,2026-08-25T10:32:01Z,anaya25371,485,everyone using this audio as a template #SingalongChallenge,video,10,2,1,0,1,315,en,
x460018596413875909,2026-08-25T19:29:32Z,dipu1002,371,found this 58-rupee plate near the station and i'm never recovering #StreetFoodFinds,photo,9,0,0,0,0,183,en,
x188902611087735145,2026-08-25T17:50:40Z,vikram0_,602,"delivery took 3 days longer than promised, finally here #DeliveryStatus",video,3,0,0,0,0,447,en,
x927715869894627835,2026-08-24T18:15:18Z,aisha4_in,356,"bhai ye wala stall best hai, 27 me itna khana #StreetFoodFinds",photo,1,0,0,0,0,83,en,x984044641525912729
x121011488352788741,2026-08-24T23:52:42Z,zoya58official,3147,"spec sheet looks great, real world is mid imo #GadgetCheck",none,7,0,0,0,0,668,bn,
x660361843648849775,2026-08-25T20:47:55Z,kabir1069224,5159,everyone using this audio as a template #SingalongChallenge,video,47,8,8,0,5,3097,ur,
x854649613527960466,2026-08-25T14:35:36Z,sana970_,550,"the whole crowd singing along, chills #WatchParty",none,11,3,0,0,0,229,en,
x112310403222230277,2026-08-25T09:59:53Z,priya372_,392,everyone using this audio as a template #SingalongChallenge,photo,5,0,0,0,0,279,hi,
x958075413138787633,2026-08-25T13:27:59Z,omar81307,764,"genuinely good thread on repairability scores, worth a read #RepairNotReplace",video,8,0,1,0,0,336,en,
x440322813981450329,2026-08-25T15:50:24Z,meera13529,3158,[deleted],photo,0,0,0,5,10,1994,en,
x615424535738632512,2026-08-24T21:09:43Z,jay498635,1991,underdogs really did that tonight #MatchNight,video,6,2,1,0,0,178,en,
x787780975105682955,2026-08-24T12:53:11Z,rizwan86,593,"ei jaygar khabar ta darun, must try #StreetFoodFinds",photo,3,0,0,0,0,135,bn,
x218796303489452218,2026-08-25T16:16:37Z,omar363official,641,biggest upset of the season easily #MatchNight,video,14,4,2,0,1,344,ur,
x925044267530189071,2026-08-25T14:39:25Z,shreya64107,886,everyone using this audio as a template #WatchParty,photo,22,3,2,1,0,526,en,
x332002600973532223,2026-08-25T09:18:07Z,hasan23x,822,biggest upset of the season easily #MatchNight,none,25,7,2,0,2,616,en,
x800311298429160186,2026-08-25T16:39:21Z,kabir564,763,NOBODY saw that result coming #MatchNight,video,24,5,2,1,1,790,hi,
x969935933115418782,2026-08-25T20:52:18Z,kabir398948,82,"college list banaya hai, kuch reh gaya? #CampusHaul",photo,1,0,0,0,0,59,en,
x384326057062709407,2026-08-24T15:16:48Z,helpdeskx7x,14,refund not credited yet. @helpdeskx7x fastest support #RefundDelay,none,0,0,0,0,0,25,en,x578398615109467580
x263067176603732402,2026-08-24T11:55:28Z,helpdeskx2official,4,refund not credited yet. @fastsupport507 fastest support #OrderIssue,none,0,0,0,0,0,42,en,x948612765227540166
x549004041923172878,2026-08-25T14:49:23Z,jay854_,3183,watch party er environment ta osadharon chilo #WatchParty,none,18,2,2,0,0,468,hi,x928056778247278728
x747002992884703594,2026-08-25T11:21:05Z,vikram204official,5223,NOBODY saw that result coming #UnderdogWin,none,51,8,8,1,2,1382,hi,x257419869041538851
x863648255397093561,2026-08-25T20:53:00Z,nadia406x,206,"genuinely good thread on repairability scores, worth a read #RightToRepair",video,3,0,0,0,0,142,en,
x605993465237482190,2026-08-25T12:02:51Z,refundhelp1,15,order stuck? DM @fastsupport4_in solution guaranteed #RefundDelay,none,0,0,0,0,0,21,bn,x329450818873619137
x659164574608494646,2026-08-25T13:14:55Z,farhan495x,23,[deleted],photo,0,0,0,0,0,34,hi,
x444933763748926689,2026-08-25T22:42:34Z,sana609_,409,"genuinely good thread on repairability scores, worth a read #RepairNotReplace",none,20,5,2,1,2,325,en,
x346851724597770629,2026-08-25T21:18:54Z,rahul248307,271,biggest upset of the season easily #MatchNight,photo,7,0,1,0,0,93,en,
x725869338572007178,2026-08-25T18:10:06Z,dipu453809,172,"ei jaygar khabar ta darun, must try #LateNightEats",photo,3,0,0,0,0,73,en,x875146494870488167
x980414671411617530,2026-08-25T21:55:04Z,sunny676,1293,last over replay pe replay dekh raha hu #MatchNight,none,5,0,0,0,0,828,en,
x218334566665791113,2026-08-25T23:39:16Z,kabir771_,330,"back to campus haul, everything under 5800 #CampusHaul",photo,2,0,0,0,0,141,en,
x870473355609734822,2026-08-24T10:45:41Z,omar249,62,ei match ta bhulte parbo na #UnderdogWin,video,1,0,0,0,0,38,hi,
x746557787203262365,2026-08-25T11:30:45Z,vikram3707,1664,ei match ta bhulte parbo na #MatchNight,video,11,1,1,0,0,138,en,
x336881323081879810,2026-08-24T21:30:22Z,helpdeskx7x,14,refund not credited yet. @helpdeskx2official fastest support #RefundDelay,photo,0,0,0,0,0,25,hi,
x133318068393684792,2026-08-25T22:35:07Z,zoya493x,400,queue was 40 min long and honestly worth it #LateNightEats,photo,1,0,0,0,0,47,en,
x358861555749940916,2026-08-25T16:18:53Z,meera920_,1694,"college list banaya hai, kuch reh gaya? #BackToCampus",photo,43,12,2,1,5,620,en,
x950685273640166846,2026-08-25T23:02:30Z,helpdeskx6official,111,refund pending since 48 hours. contact @helpdeskx7x for fast resolution #OrderIssue,photo,0,0,0,0,0,57,en,
x947405610854017885,2026-08-25T09:14:24Z,meera327792,191,ei match ta bhulte parbo na #UnderdogWin,video,7,0,0,0,0,81,hi,
x408379730917564450,2026-08-25T18:05:24Z,neel9_,294,"late night eats thread, adding this one to the list #LateNightEats",photo,1,0,0,0,0,171,en,
x929238612989214235,2026-08-24T21:36:05Z,tanvir199,3436,"late night eats thread, adding this one to the list #StreetFoodFinds",none,54,15,5,3,6,2005,hi,
x359690037257976771,2026-08-25T17:33:15Z,zoya81507,3941,queue was 40 min long and honestly worth it #StreetFoodFinds,none,123,18,22,5,17,1294,en,
x921535449832445090,2026-08-25T18:51:40Z,neel554official,1135,biggest upset of the season easily #UnderdogWin,none,57,18,8,0,7,630,en,
x992314259317582040,2026-08-25T00:02:14Z,meera74_,2554,biggest upset of the season easily #UnderdogWin,photo,22,4,2,0,1,828,en,
x443835980411859790,2026-08-25T09:37:29Z,tara496,1102,clip of that moment is everywhere now #WatchParty,video,33,2,5,1,2,917,hi,
x263257178070193365,2026-08-25T12:07:08Z,imran68107,409,"repair karana sasta hai, log samajhte nahi #RepairNotReplace",photo,1,0,0,0,0,46,en,
x938962634602158739,2026-08-24T21:34:02Z,helpdeskx6official,111,refund not credited yet. @helpdeskx7x fastest support #RefundDelay,video,0,0,0,0,0,43,en,
x474382349398171104,2026-08-25T19:41:27Z,refundhelp1,15,order stuck? DM @helpdeskx6official solution guaranteed #OrderIssue,none,0,0,0,0,0,21,hi,
x143117978131084335,2026-08-25T11:02:34Z,rahul92207,713,last over replay pe replay dekh raha hu #UnderdogWin,video,19,4,2,1,1,338,ur,
x563927269189331774,2026-08-25T10:10:01Z,hasan849122,216,"repair karana sasta hai, log samajhte nahi #RightToRepair",video,1,0,0,0,0,35,ur,x609960193423476269
x549611593356869711,2026-08-25T23:58:47Z,farhan59707,421,underdogs really did that tonight #UnderdogWin,video,2,0,0,0,0,86,en,
x401484900791637509,2026-08-25T16:18:25Z,jay724x,805,"parts pairing is the real problem, not the screws #RightToRepair",photo,28,8,3,2,0,614,en,
x195016311060599114,2026-08-25T18:18:02Z,shreya1065_in,46,clip of that moment is everywhere now #SingalongChallenge,video,1,0,0,0,0,29,ur,
x505797567641918979,2026-08-25T14:26:15Z,priya117official,224,clip of that moment is everywhere now #WatchParty,video,1,0,0,0,0,70,en,
x501730550607713404,2026-08-25T15:28:34Z,jay735_in,105,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,1,0,0,0,0,28,hi,
x827665116486724709,2026-08-25T18:18:57Z,jay1108_,1417,"ei jaygar khabar ta darun, must try #LateNightEats",photo,4,0,0,0,0,303,en,
x212525860920759741,2026-08-25T00:59:00Z,priya637_in,1486,"parts pairing is the real problem, not the screws #RepairNotReplace",none,12,1,1,0,1,767,bn,
x331141702894479942,2026-08-25T15:58:51Z,hasan65_in,480,[deleted],photo,0,0,0,0,1,252,en,x735266644283319586
x355070788693219174,2026-08-25T13:17:58Z,dipu72official,353,made it into the roundup somehow #WeeklyRoundup,none,5,0,0,0,0,187,en,x107731768345828324
x590704304917941657,2026-08-25T23:44:15Z,meera1073,2279,"ok it's a regional thing, not a full outage #ServerOutage",photo,36,7,5,0,4,563,ur,
x502639059173586782,2026-08-25T00:53:16Z,tanvir199,3436,"ei jaygar khabar ta darun, must try #LateNightEats",photo,16,3,2,0,0,1923,hi,
x870455652322120748,2026-08-25T17:07:59Z,anaya631_in,2820,"ei jaygar khabar ta darun, must try #StreetFoodFinds",photo,46,7,8,1,6,792,ur,
x501810275059368993,2026-08-25T14:20:56Z,meera211official,1580,underdogs really did that tonight #MatchNight,video,7,1,1,0,0,468,en,
x678731814473652545,2026-08-24T23:48:51Z,farhan28607,598,"parts pairing is the real problem, not the screws #RepairNotReplace",none,7,1,0,0,0,352,ur,
x467472473487278772,2026-08-25T20:24:08Z,vikram16807,585,"the whole crowd singing along, chills #SingalongChallenge",none,7,1,0,0,0,579,en,
x654923208247837472,2026-08-25T21:44:23Z,tanvir683,216,"college list banaya hai, kuch reh gaya? #BackToCampus",photo,2,0,0,0,0,,en,
x770873631726609426,2026-08-25T15:41:20Z,dipu308_,404,"repair karana sasta hai, log samajhte nahi #RightToRepair",photo,19,1,1,1,0,397,en,
x581953978505172725,2026-08-24T17:41:06Z,jay27_,323,"spec sheet looks great, real world is mid imo #GadgetCheck",photo,6,0,0,0,0,191,ur,
x266622084700379283,2026-08-25T23:37:27Z,imran107707,95,watch party er environment ta osadharon chilo #SingalongChallenge,video,1,0,0,0,0,24,hi,
x509970809075916055,2026-08-25T22:02:48Z,neel910,568,everyone using this audio as a template #SingalongChallenge,video,10,3,1,0,1,300,en,x961765406355146857
x481444414970171783,2026-08-25T22:06:42Z,tara193839,511,"the whole crowd singing along, chills #SingalongChallenge",video,28,2,4,0,3,273,en,
x825230859481175947,2026-08-24T04:02:17Z,sana109358,474,anyone know how long the update usually takes? #ShippingUpdate,photo,12,2,2,0,1,537,en,
x584555403252912776,2026-08-25T22:58:55Z,bina113_in,549,"bhai ye wala stall best hai, 12 me itna khana #LateNightEats",none,25,2,0,1,0,506,hi,
x496399551357521615,2026-08-25T18:33:59Z,refundhelp1,15,refund pending since 48 hours. contact @fastsupport0_in for fast resolution #OrderIssue,video,0,0,0,0,0,26,en,
x456868518078824785,2026-08-25T14:10:49Z,sana970_,550,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,video,6,0,0,0,0,275,hi,
x724032471447977356,2026-08-25T23:03:40Z,arjun137_in,439,is it actually worth 18k or nah #HonestReview,none,0,0,0,0,0,37,bn,
x479024648369868304,2026-08-25T09:49:44Z,bina551_in,709,why is replacing the battery cheaper than the whole phone now #RightToRepair,photo,10,2,0,0,1,383,hi,
x407928271476681811,2026-08-25T14:57:27Z,vikram443372,331,"took it to a local shop, fixed for 1800. brand quoted 5x that #RepairNotReplace",none,8,1,0,0,0,261,bn,
x916116793171360731,2026-08-25T09:50:59Z,shreya303269,309,"repair karana sasta hai, log samajhte nahi #RepairNotReplace",none,1,0,0,0,0,50,en,
x511914790450349388,2026-08-24T07:34:54Z,tanvir2_in,439,is the app down for everyone or just me #AppDown,video,6,0,0,0,0,341,en,
x432225117121456681,2026-08-25T17:38:08Z,jay688official,257,"late night eats thread, adding this one to the list #LateNightEats",video,4,0,0,0,0,132,en,x679467083251482569
x497031920942475861,2026-08-25T18:16:41Z,priya34207,5682,ei match ta bhulte parbo na #UnderdogWin,video,21,4,1,0,2,793,en,
x890045372610534931,2026-08-25T12:38:29Z,kabir876_in,1632,underdogs really did that tonight #MatchNight,photo,18,5,3,1,1,1011,en,
x888747991731402700,2026-08-25T22:09:28Z,claimnow8,109,refund not credited yet. @fastsupport0_in fastest support #OrderIssue,photo,0,0,0,0,0,67,en,
x473765541743239183,2026-08-25T23:17:47Z,tara193839,511,"college list banaya hai, kuch reh gaya? #BackToCampus",photo,10,1,1,0,1,277,en,
x281931803209641357,2026-08-25T19:39:17Z,vikram871x,682,"bhai ye wala stall best hai, 42 me itna khana #StreetFoodFinds",photo,11,1,1,0,0,342,bn,
x824849143315738183,2026-08-25T10:10:55Z,dipu439official,604,watch party er environment ta osadharon chilo #WatchParty,video,5,1,0,0,0,263,en,
x188512591804910707,2026-08-25T19:13:58Z,aisha106207,166,everyone using this audio as a template #WatchParty,photo,0,0,0,0,0,23,hi,
x712411228552256364,2026-08-24T03:45:22Z,hasan20,72,still stuck on the loading screen #AppDown,gif,0,0,0,0,0,43,en,
x414544713242338787,2026-08-25T10:20:38Z,arjun244x,430,"late night eats thread, adding this one to the list #StreetFoodFinds",photo,9,0,0,0,0,254,en,x594011648627090236
x294182025206024732,2026-08-25T08:43:15Z,priya291_,3657,underdogs really did that tonight #UnderdogWin,video,68,23,5,4,7,3054,en,
x313023702886979155,2026-08-24T02:33:27Z,vikram3707,1664,queue was 40 min long and honestly worth it #LateNightEats,photo,16,1,0,0,0,793,bn,
x440383402299599056,2026-08-24T17:33:31Z,claimnow8,109,"order issue solved in 10 min, DM @fastsupport0_in #OrderIssue",none,0,0,0,0,0,80,en,
x563751474061343395,2026-08-25T12:53:29Z,rahul309official,168,watch party er environment ta osadharon chilo #WatchParty,video,2,0,0,0,0,78,bn,
x638065769814608462,2026-08-24T22:45:07Z,hasan429x,354,everyone using this audio as a template #WatchParty,photo,3,0,0,0,0,302,en,
x246690430213264512,2026-08-25T22:49:31Z,tanvir64407,1986,[deleted],photo,0,0,0,1,2,1735,en,x280524329793080757
x561196358718093542,2026-08-25T21:45:01Z,sunny946x,341,found this 18-rupee plate near the station and i'm never recovering #LateNightEats,none,3,0,0,0,0,183,ur,x147694908424683698
x185528862246518006,2026-08-25T21:55:01Z,arjun81907,435,"genuinely good thread on repairability scores, worth a read #RepairNotReplace",none,8,1,1,0,0,393,bn,
x291682241880765939,2026-08-25T23:51:34Z,tara54907,150,"parts pairing is the real problem, not the screws #RightToRepair",video,6,1,0,0,0,81,en,
x670390099459446105,2026-08-25T08:35:19Z,vikram587,981,"college list banaya hai, kuch reh gaya? #BackToCampus",photo,56,13,1,1,1,754,en,
x822708533153809184,2026-08-25T20:00:02Z,omar38207,688,ei match ta bhulte parbo na #MatchNight,none,8,2,1,0,0,367,en,x987761719868008521
x467802105682475711,2026-08-25T10:02:03Z,tanvir319official,1664,ei match ta bhulte parbo na #UnderdogWin,video,45,8,1,2,1,884,en,
x504867423044994940,2026-08-25T22:29:59Z,nadia234official,6179,this haul format is everywhere on my feed now #BackToCampus,none,33,3,3,2,3,702,hi,
x601568055063389335,2026-08-25T19:07:19Z,tanvir277867,29,third time this week honestly #AppDown,none,0,0,0,0,0,35,en,x320969716529884586
x987805959420253469,2026-08-25T11:49:23Z,nadia364x,86,"repair karana sasta hai, log samajhte nahi #RightToRepair",none,2,0,0,0,0,27,hi,x248725511722523855
x277327538281092796,2026-08-25T09:07:30Z,farhan29007,74,biggest upset of the season easily #UnderdogWin,photo,3,0,0,0,0,61,en,
x420450723241952676,2026-08-25T08:59:36Z,anaya54_in,484,last over replay pe replay dekh raha hu #UnderdogWin,none,3,0,0,0,0,150,en,
x718779820792934833,2026-08-25T09:45:14Z,fastsupport4_in,7,"order issue solved in 10 min, DM @claimnow8 #RefundDelay",none,0,0,0,0,0,27,bn,
x588559138539474378,2026-08-25T22:39:28Z,hasan238_,592,hostel room setup part 2 #BackToCampus,video,19,5,3,1,0,649,ur,
x342702028407831455,2026-08-25T12:49:26Z,refundhelp1,15,"order issue solved in 10 min, DM @helpdeskx7x #OrderIssue",none,0,0,0,0,0,41,en,
x615040639480959667,2026-08-25T13:33:03Z,refundhelp307,56,"order issue solved in 10 min, DM @claimnow8 #OrderIssue",none,0,0,0,0,0,46,en,
x859542631098653496,2026-08-25T13:40:28Z,rizwan336425,2621,ei match ta bhulte parbo na #MatchNight,video,40,8,5,1,0,1795,hi,x262253246052921278
x523017287907066354,2026-08-25T12:55:26Z,arjun59,276,watch party er environment ta osadharon chilo #SingalongChallenge,video,9,0,1,0,0,162,hi,x234768725845471936
x811821632643544638,2026-08-25T22:07:30Z,fastsupport507,133,"order issue solved in 10 min, DM @fastsupport4_in #RefundDelay",video,0,0,0,0,0,105,hi,
x160037447485867403,2026-08-25T08:46:02Z,helpdeskx7x,14,"order issue solved in 10 min, DM @fastsupport507 #OrderIssue",video,0,0,0,0,0,39,bn,
x191440229682638826,2026-08-25T19:02:08Z,imran51_,151,"the whole crowd singing along, chills #SingalongChallenge",none,3,0,0,0,0,184,en,
x713249547852331910,2026-08-25T22:38:14Z,kabir229,217,"ei jaygar khabar ta darun, must try #StreetFoodFinds",video,2,0,0,0,0,208,hi,
x811649289542742159,2026-08-25T13:20:55Z,priya617536,1124,"took it to a local shop, fixed for 5800. brand quoted 5x that #RepairNotReplace",none,10,1,1,0,1,247,hi,
x429832447005107078,2026-08-25T21:11:54Z,tara42,147,"bhai ye wala stall best hai, 58 me itna khana #StreetFoodFinds",video,1,0,0,0,0,97,en,
x598916363158688201,2026-08-25T17:38:19Z,meera49939,174,"college list banaya hai, kuch reh gaya? #CampusHaul",photo,2,0,0,0,0,80,bn,
x648036526335948114,2026-08-24T11:46:37Z,rahul21507,633,clip of that moment is everywhere now #WatchParty,photo,11,2,1,0,1,379,en,
x880685558363739227,2026-08-25T15:38:31Z,hasan789_,922,NOBODY saw that result coming #MatchNight,photo,22,6,0,1,0,836,ur,
x103751714386903309,2026-08-25T14:39:24Z,fastsupport0_in,71,"order issue solved in 10 min, DM @fastsupport4_in #OrderIssue",none,0,0,0,0,0,55,en,x932403479913594824
x518136890793100053,2026-08-25T13:56:29Z,tara17,355,"friday faves, 27 things i actually used this week #FridayFaves",video,1,0,0,0,0,86,en,
x748671630863402537,2026-08-25T21:16:32Z,priya45107,1204,"took it to a local shop, fixed for 1200. brand quoted 5x that #RepairNotReplace",none,29,7,5,2,3,931,hi,
x140200027463826395,2026-08-25T15:38:20Z,fastsupport507,133,refund pending since 48 hours. contact @claimnow8 for fast resolution #OrderIssue,none,0,0,0,0,0,162,en,
x345510028919808720,2026-08-25T15:27:39Z,rahul729_,215,queue was 40 min long and honestly worth it #StreetFoodFinds,none,3,0,0,0,0,,en,x604568060773948572
x810021735406706717,2026-08-24T17:02:34Z,rizwan86,593,"late night eats thread, adding this one to the list #LateNightEats",photo,2,0,0,0,0,59,en,
x271534100566971248,2026-08-25T19:41:26Z,shreya545official,195,found this 42-rupee plate near the station and i'm never recovering #LateNightEats,photo,0,0,0,0,0,85,en,
x532080427835306745,2026-08-24T23:24:31Z,helpdeskx2official,4,refund pending since 48 hours. contact @helpdeskx2official for fast resolution #RefundDelay,none,0,0,0,0,0,20,en,
x249224621911120312,2026-08-25T18:04:20Z,vikram1026381,3750,"parts pairing is the real problem, not the screws #RightToRepair",none,19,4,2,0,0,734,en,
x456161593031296181,2026-08-25T00:42:19Z,helpdeskx6official,111,refund pending since 48 hours. contact @claimnow8 for fast resolution #OrderIssue,photo,0,0,0,0,0,20,en,
x821805002487354361,2026-08-25T12:17:44Z,omar74407,5025,watch party er environment ta osadharon chilo #SingalongChallenge,none,53,12,3,1,2,953,hi,
x726154180623287703,2026-08-25T22:59:29Z,zoya129_in,1436,why is replacing the battery cheaper than the whole phone now #RightToRepair,video,30,3,3,0,0,783,hi,
x257683531334272042,2026-08-25T20:11:57Z,dipu762x,1358,still stuck on the loading screen #AppDown,photo,28,2,3,1,2,1394,hi,
x939623884827547085,2026-08-25T08:59:43Z,refundhelp1,15,refund not credited yet. @claimnow8 fastest support #RefundDelay,none,0,0,0,0,0,26,ur,
x740155351306225534,2026-08-24T03:04:03Z,neel39official,529,"repair karana sasta hai, log samajhte nahi #RepairNotReplace",none,5,0,0,0,0,264,en,
x444013310765353378,2026-08-25T22:49:18Z,anaya74107,297,found this 58-rupee plate near the station and i'm never recovering #StreetFoodFinds,none,2,0,0,0,0,53,hi,
x299662584769473904,2026-08-25T22:01:47Z,farhan272official,4360,"back to campus haul, everything under 4200 #CampusHaul",none,11,2,0,0,0,706,en,
x692104995368256442,2026-08-25T12:01:50Z,omar329_in,6110,"late night eats thread, adding this one to the list #LateNightEats",none,242,64,27,12,8,4532,hi,
x204491327348983743,2026-08-25T11:37:58Z,tanvir28589,569,underdogs really did that tonight #MatchNight,none,5,0,0,0,0,291,en,
x272796570126229818,2026-08-25T09:28:21Z,sana124_,163,underdogs really did that tonight #UnderdogWin,photo,0,0,0,0,0,41,en,
x263636312384087363,2026-08-25T11:34:29Z,nadia380_,491,"back to campus haul, everything under 1800 #CampusHaul",photo,23,6,4,0,1,594,en,
x234548677137656153,2026-08-25T22:41:11Z,arjun169,653,"repair karana sasta hai, log samajhte nahi #RightToRepair",none,8,1,0,0,0,174,en,
x254155453553431795,2026-08-25T15:54:24Z,farhan447,463,biggest upset of the season easily #UnderdogWin,photo,12,3,0,0,0,377,ur,
